new_ph_name,net_amtc,store,dept,work_date,type_yr
12 Activities,21345,03 Store C,Dept 3,2015/04/01,This Year
12 Activities,31196,03 Store C,Dept 3,2015/04/02,This Year
12 Activities,74470,03 Store C,Dept 3,2015/04/03,This Year
12 Activities,58634,03 Store C,Dept 3,2015/04/04,This Year
12 Activities,32036,03 Store C,Dept 3,2015/04/05,This Year
12 Activities,18943,03 Store C,Dept 3,2015/04/06,This Year
12 Activities,43924,03 Store C,Dept 3,2015/04/07,This Year
12 Activities,615505,03 Store C,Dept 3,2015/04/08,This Year
12 Activities,1003669,03 Store C,Dept 3,2015/04/09,This Year
12 Activities,953100,03 Store C,Dept 3,2015/04/10,This Year
12 Activities,1038643,03 Store C,Dept 3,2015/04/11,This Year
12 Activities,778047,03 Store C,Dept 3,2015/04/12,This Year
12 Activities,336843,03 Store C,Dept 3,2015/04/13,This Year
12 Activities,466412,03 Store C,Dept 3,2015/04/14,This Year
12 Activities,711726,03 Store C,Dept 3,2015/04/15,This Year
12 Activities,448382,03 Store C,Dept 3,2015/04/16,This Year
12 Activities,640344,03 Store C,Dept 3,2015/04/17,This Year
12 Activities,797082,03 Store C,Dept 3,2015/04/18,This Year
12 Activities,688308,03 Store C,Dept 3,2015/04/19,This Year
12 Activities,456289,03 Store C,Dept 3,2015/04/20,This Year
12 Activities,7717,03 Store C,Dept 3,2015/04/21,This Year
12 Activities,16334,03 Store C,Dept 3,2015/04/22,This Year
12 Activities,2655434,03 Store C,Dept 3,2015/04/23,This Year
12 Activities,3820248,03 Store C,Dept 3,2015/04/24,This Year
12 Activities,7176715,03 Store C,Dept 3,2015/04/25,This Year
12 Activities,6027729,03 Store C,Dept 3,2015/04/26,This Year
12 Activities,7563,03 Store C,Dept 3,2015/04/27,This Year
12 Activities,313727,03 Store C,Dept 3,2015/04/28,This Year
12 Activities,177438,03 Store C,Dept 3,2015/04/29,This Year
12 Activities,778964,03 Store C,Dept 3,2015/04/30,This Year
12 Activities,1925313,03 Store C,Dept 3,2015/05/01,This Year
12 Activities,231688,03 Store C,Dept 3,2015/05/02,This Year
12 Activities,1982556,03 Store C,Dept 3,2015/05/03,This Year
12 Activities,89081,03 Store C,Dept 3,2015/05/04,This Year
12 Activities,117259,03 Store C,Dept 3,2015/05/05,This Year
12 Activities,52870,03 Store C,Dept 3,2015/05/06,This Year
12 Activities,399191,03 Store C,Dept 3,2015/05/07,This Year
12 Activities,960647,03 Store C,Dept 3,2015/05/08,This Year
12 Activities,3130290,03 Store C,Dept 3,2015/05/09,This Year
12 Activities,306225,03 Store C,Dept 3,2015/05/10,This Year
12 Activities,323457,03 Store C,Dept 3,2015/05/11,This Year
12 Activities,6953,03 Store C,Dept 3,2015/05/12,This Year
12 Activities,476882,03 Store C,Dept 3,2015/05/13,This Year
12 Activities,244255,03 Store C,Dept 3,2015/05/14,This Year
12 Activities,283208,03 Store C,Dept 3,2015/05/15,This Year
12 Activities,558539,03 Store C,Dept 3,2015/05/16,This Year
12 Activities,561947,03 Store C,Dept 3,2015/05/17,This Year
12 Activities,198267,03 Store C,Dept 3,2015/05/18,This Year
12 Activities,348147,03 Store C,Dept 3,2015/05/19,This Year
12 Activities,231602,03 Store C,Dept 3,2015/05/20,This Year
12 Activities,226213,03 Store C,Dept 3,2015/05/21,This Year
12 Activities,376017,03 Store C,Dept 3,2015/05/22,This Year
12 Activities,641083,03 Store C,Dept 3,2015/05/23,This Year
12 Activities,599851,03 Store C,Dept 3,2015/05/24,This Year
12 Activities,290400,03 Store C,Dept 3,2015/05/25,This Year
12 Activities,28488,03 Store C,Dept 3,2015/05/26,This Year
12 Activities,16053,03 Store C,Dept 3,2015/05/27,This Year
12 Activities,19671,03 Store C,Dept 3,2015/05/28,This Year
12 Activities,202253,03 Store C,Dept 3,2015/05/29,This Year
12 Activities,126649,03 Store C,Dept 3,2015/05/30,This Year
12 Activities,5897,03 Store C,Dept 3,2015/05/31,This Year
12 Activities,785084,03 Store C,Dept 4,2014/03/01,Last Year
12 Activities,634876,03 Store C,Dept 4,2014/03/02,Last Year
12 Activities,266728,03 Store C,Dept 4,2014/03/03,Last Year
12 Activities,237514,03 Store C,Dept 4,2014/03/04,Last Year
12 Activities,295315,03 Store C,Dept 4,2014/03/05,Last Year
12 Activities,352706,03 Store C,Dept 4,2014/03/06,Last Year
12 Activities,451099,03 Store C,Dept 4,2014/03/07,Last Year
12 Activities,673341,03 Store C,Dept 4,2014/03/08,Last Year
12 Activities,575456,03 Store C,Dept 4,2014/03/09,Last Year
12 Activities,205388,03 Store C,Dept 4,2014/03/10,Last Year
12 Activities,292883,03 Store C,Dept 4,2014/03/11,Last Year
12 Activities,353187,03 Store C,Dept 4,2014/03/12,Last Year
12 Activities,234193,03 Store C,Dept 4,2014/03/13,Last Year
12 Activities,292595,03 Store C,Dept 4,2014/03/14,Last Year
12 Activities,660986,03 Store C,Dept 4,2014/03/15,Last Year
12 Activities,601652,03 Store C,Dept 4,2014/03/16,Last Year
12 Activities,227100,03 Store C,Dept 4,2014/03/17,Last Year
12 Activities,138721,03 Store C,Dept 4,2014/03/18,Last Year
12 Activities,378839,03 Store C,Dept 4,2014/03/19,Last Year
12 Activities,649467,03 Store C,Dept 4,2014/03/20,Last Year
12 Activities,675436,03 Store C,Dept 4,2014/03/21,Last Year
12 Activities,664757,03 Store C,Dept 4,2014/03/22,Last Year
12 Activities,705328,03 Store C,Dept 4,2014/03/23,Last Year
12 Activities,447242,03 Store C,Dept 4,2014/03/24,Last Year
12 Activities,458999,03 Store C,Dept 4,2014/03/25,Last Year
12 Activities,490519,03 Store C,Dept 4,2014/03/26,Last Year
12 Activities,289391,03 Store C,Dept 4,2014/03/27,Last Year
12 Activities,488399,03 Store C,Dept 4,2014/03/28,Last Year
12 Activities,806397,03 Store C,Dept 4,2014/03/29,Last Year
12 Activities,692541,03 Store C,Dept 4,2014/03/30,Last Year
12 Activities,322416,03 Store C,Dept 4,2014/03/31,Last Year
12 Activities,286875,03 Store C,Dept 4,2014/04/01,Last Year
12 Activities,301306,03 Store C,Dept 4,2014/04/02,Last Year
12 Activities,344076,03 Store C,Dept 4,2014/04/03,Last Year
12 Activities,365419,03 Store C,Dept 4,2014/04/04,Last Year
12 Activities,414538,03 Store C,Dept 4,2014/04/05,Last Year
12 Activities,434614,03 Store C,Dept 4,2014/04/06,Last Year
12 Activities,405580,03 Store C,Dept 4,2014/04/07,Last Year
12 Activities,160338,03 Store C,Dept 4,2014/04/08,Last Year
12 Activities,109650,03 Store C,Dept 4,2014/04/09,Last Year
12 Activities,94928,03 Store C,Dept 4,2014/04/10,Last Year
12 Activities,165886,03 Store C,Dept 4,2014/04/11,Last Year
12 Activities,270807,03 Store C,Dept 4,2014/04/12,Last Year
12 Activities,222837,03 Store C,Dept 4,2014/04/13,Last Year
12 Activities,233874,03 Store C,Dept 4,2014/04/14,Last Year
12 Activities,145508,03 Store C,Dept 4,2014/04/15,Last Year
12 Activities,108246,03 Store C,Dept 4,2014/04/16,Last Year
12 Activities,65801,03 Store C,Dept 4,2014/04/17,Last Year
12 Activities,120549,03 Store C,Dept 4,2014/04/18,Last Year
12 Activities,510497,03 Store C,Dept 4,2014/04/19,Last Year
12 Activities,228899,03 Store C,Dept 4,2014/04/20,Last Year
12 Activities,101575,03 Store C,Dept 4,2014/04/21,Last Year
12 Activities,155523,03 Store C,Dept 4,2014/04/22,Last Year
12 Activities,79594,03 Store C,Dept 4,2014/04/23,Last Year
12 Activities,104563,03 Store C,Dept 4,2014/04/24,Last Year
12 Activities,165288,03 Store C,Dept 4,2014/04/25,Last Year
12 Activities,637992,03 Store C,Dept 4,2014/04/26,Last Year
12 Activities,555999,03 Store C,Dept 4,2014/04/27,Last Year
12 Activities,322898,03 Store C,Dept 4,2014/04/28,Last Year
12 Activities,127809,03 Store C,Dept 4,2014/04/29,Last Year
12 Activities,169260,03 Store C,Dept 4,2014/04/30,Last Year
12 Activities,200545,03 Store C,Dept 4,2014/05/01,Last Year
12 Activities,193370,03 Store C,Dept 4,2014/05/02,Last Year
12 Activities,369153,03 Store C,Dept 4,2014/05/03,Last Year
12 Activities,416831,03 Store C,Dept 4,2014/05/04,Last Year
12 Activities,176170,03 Store C,Dept 4,2014/05/05,Last Year
12 Activities,178451,03 Store C,Dept 4,2014/05/06,Last Year
12 Activities,180592,03 Store C,Dept 4,2014/05/07,Last Year
12 Activities,94195,03 Store C,Dept 4,2014/05/08,Last Year
12 Activities,114098,03 Store C,Dept 4,2014/05/09,Last Year
12 Activities,127666,03 Store C,Dept 4,2014/05/10,Last Year
12 Activities,51859,03 Store C,Dept 4,2014/05/11,Last Year
12 Activities,79723,03 Store C,Dept 4,2014/05/12,Last Year
12 Activities,72581,03 Store C,Dept 4,2014/05/13,Last Year
12 Activities,213801,03 Store C,Dept 4,2014/05/14,Last Year
12 Activities,5634729,03 Store C,Dept 4,2014/05/15,Last Year
12 Activities,3480554,03 Store C,Dept 4,2014/05/16,Last Year
12 Activities,6556345,03 Store C,Dept 4,2014/05/17,Last Year
12 Activities,5172953,03 Store C,Dept 4,2014/05/18,Last Year
12 Activities,3117400,03 Store C,Dept 4,2014/05/19,Last Year
12 Activities,2166872,03 Store C,Dept 4,2014/05/20,Last Year
12 Activities,2671891,03 Store C,Dept 4,2014/05/21,Last Year
12 Activities,2761472,03 Store C,Dept 4,2014/05/22,Last Year
12 Activities,3329539,03 Store C,Dept 4,2014/05/23,Last Year
12 Activities,5542767,03 Store C,Dept 4,2014/05/24,Last Year
12 Activities,4738784,03 Store C,Dept 4,2014/05/25,Last Year
12 Activities,3043720,03 Store C,Dept 4,2014/05/26,Last Year
12 Activities,3400278,03 Store C,Dept 4,2014/05/27,Last Year
12 Activities,3154523,03 Store C,Dept 4,2014/05/28,Last Year
12 Activities,2100568,03 Store C,Dept 4,2014/05/29,Last Year
12 Activities,2129986,03 Store C,Dept 4,2014/05/30,Last Year
12 Activities,3720729,03 Store C,Dept 4,2014/05/31,Last Year
12 Activities,671197,03 Store C,Dept 4,2015/03/01,This Year
12 Activities,203853,03 Store C,Dept 4,2015/03/02,This Year
12 Activities,290946,03 Store C,Dept 4,2015/03/03,This Year
12 Activities,168226,03 Store C,Dept 4,2015/03/04,This Year
12 Activities,258273,03 Store C,Dept 4,2015/03/05,This Year
12 Activities,296639,03 Store C,Dept 4,2015/03/06,This Year
12 Activities,1331805,03 Store C,Dept 4,2015/03/07,This Year
12 Activities,1253487,03 Store C,Dept 4,2015/03/08,This Year
12 Activities,422692,03 Store C,Dept 4,2015/03/09,This Year
12 Activities,538394,03 Store C,Dept 4,2015/03/10,This Year
12 Activities,523522,03 Store C,Dept 4,2015/03/11,This Year
12 Activities,616866,03 Store C,Dept 4,2015/03/12,This Year
12 Activities,439058,03 Store C,Dept 4,2015/03/13,This Year
12 Activities,751486,03 Store C,Dept 4,2015/03/14,This Year
12 Activities,615753,03 Store C,Dept 4,2015/03/15,This Year
12 Activities,554032,03 Store C,Dept 4,2015/03/16,This Year
12 Activities,405976,03 Store C,Dept 4,2015/03/17,This Year
12 Activities,296770,03 Store C,Dept 4,2015/03/18,This Year
12 Activities,161228,03 Store C,Dept 4,2015/03/19,This Year
12 Activities,2089994,03 Store C,Dept 4,2015/03/20,This Year
12 Activities,1790525,03 Store C,Dept 4,2015/03/21,This Year
12 Activities,1012706,03 Store C,Dept 4,2015/03/22,This Year
12 Activities,614613,03 Store C,Dept 4,2015/03/23,This Year
12 Activities,634347,03 Store C,Dept 4,2015/03/24,This Year
12 Activities,788502,03 Store C,Dept 4,2015/03/25,This Year
12 Activities,621834,03 Store C,Dept 4,2015/03/26,This Year
12 Activities,703348,03 Store C,Dept 4,2015/03/27,This Year
12 Activities,1182479,03 Store C,Dept 4,2015/03/28,This Year
12 Activities,1015873,03 Store C,Dept 4,2015/03/29,This Year
12 Activities,619106,03 Store C,Dept 4,2015/03/30,This Year
12 Activities,181358,03 Store C,Dept 4,2015/03/31,This Year
12 Activities,178658,03 Store C,Dept 4,2015/04/01,This Year
12 Activities,208061,03 Store C,Dept 4,2015/04/02,This Year
12 Activities,405082,03 Store C,Dept 4,2015/04/03,This Year
12 Activities,406100,03 Store C,Dept 4,2015/04/04,This Year
12 Activities,281143,03 Store C,Dept 4,2015/04/05,This Year
12 Activities,124475,03 Store C,Dept 4,2015/04/06,This Year
12 Activities,1140308,03 Store C,Dept 4,2015/04/07,This Year
12 Activities,837094,03 Store C,Dept 4,2015/04/08,This Year
12 Activities,767383,03 Store C,Dept 4,2015/04/09,This Year
12 Activities,821836,03 Store C,Dept 4,2015/04/10,This Year
12 Activities,1703274,03 Store C,Dept 4,2015/04/11,This Year
12 Activities,1311921,03 Store C,Dept 4,2015/04/12,This Year
12 Activities,249162,03 Store C,Dept 4,2015/04/13,This Year
12 Activities,262936,03 Store C,Dept 4,2015/04/14,This Year
12 Activities,1596494,03 Store C,Dept 4,2015/04/15,This Year
12 Activities,1751106,03 Store C,Dept 4,2015/04/16,This Year
12 Activities,1424400,03 Store C,Dept 4,2015/04/17,This Year
12 Activities,1361422,03 Store C,Dept 4,2015/04/18,This Year
12 Activities,1290350,03 Store C,Dept 4,2015/04/19,This Year
12 Activities,936712,03 Store C,Dept 4,2015/04/20,This Year
12 Activities,607361,03 Store C,Dept 4,2015/04/21,This Year
12 Activities,591030,03 Store C,Dept 4,2015/04/22,This Year
12 Activities,3245877,03 Store C,Dept 4,2015/04/23,This Year
12 Activities,2185766,03 Store C,Dept 4,2015/04/24,This Year
12 Activities,2237101,03 Store C,Dept 4,2015/04/25,This Year
12 Activities,3489687,03 Store C,Dept 4,2015/04/26,This Year
12 Activities,229357,03 Store C,Dept 4,2015/04/27,This Year
12 Activities,206101,03 Store C,Dept 4,2015/04/28,This Year
12 Activities,884819,03 Store C,Dept 4,2015/04/29,This Year
12 Activities,1825650,03 Store C,Dept 4,2015/04/30,This Year
12 Activities,1116039,03 Store C,Dept 4,2015/05/01,This Year
12 Activities,2152263,03 Store C,Dept 4,2015/05/02,This Year
12 Activities,1970119,03 Store C,Dept 4,2015/05/03,This Year
12 Activities,742998,03 Store C,Dept 4,2015/05/04,This Year
12 Activities,822337,03 Store C,Dept 4,2015/05/05,This Year
12 Activities,716568,03 Store C,Dept 4,2015/05/06,This Year
12 Activities,979868,03 Store C,Dept 4,2015/05/07,This Year
12 Activities,1564693,03 Store C,Dept 4,2015/05/08,This Year
12 Activities,2252280,03 Store C,Dept 4,2015/05/09,This Year
12 Activities,1998570,03 Store C,Dept 4,2015/05/10,This Year
12 Activities,606065,03 Store C,Dept 4,2015/05/11,This Year
12 Activities,663685,03 Store C,Dept 4,2015/05/12,This Year
12 Activities,321327,03 Store C,Dept 4,2015/05/13,This Year
12 Activities,217241,03 Store C,Dept 4,2015/05/14,This Year
12 Activities,321272,03 Store C,Dept 4,2015/05/15,This Year
12 Activities,4971269,03 Store C,Dept 4,2015/05/16,This Year
12 Activities,1038521,03 Store C,Dept 4,2015/05/17,This Year
12 Activities,294659,03 Store C,Dept 4,2015/05/18,This Year
12 Activities,259375,03 Store C,Dept 4,2015/05/19,This Year
12 Activities,243394,03 Store C,Dept 4,2015/05/20,This Year
12 Activities,175820,03 Store C,Dept 4,2015/05/21,This Year
12 Activities,469990,03 Store C,Dept 4,2015/05/22,This Year
12 Activities,638767,03 Store C,Dept 4,2015/05/23,This Year
12 Activities,749956,03 Store C,Dept 4,2015/05/24,This Year
12 Activities,239444,03 Store C,Dept 4,2015/05/25,This Year
12 Activities,177863,03 Store C,Dept 4,2015/05/26,This Year
12 Activities,287974,03 Store C,Dept 4,2015/05/27,This Year
12 Activities,217900,03 Store C,Dept 4,2015/05/28,This Year
12 Activities,384433,03 Store C,Dept 4,2015/05/29,This Year
12 Activities,919274,03 Store C,Dept 4,2015/05/30,This Year
12 Activities,468522,03 Store C,Dept 4,2015/05/31,This Year
12 Activities,137011,04 Store D,Dept 2,2014/03/01,Last Year
12 Activities,112797,04 Store D,Dept 2,2014/03/02,Last Year
12 Activities,40382,04 Store D,Dept 2,2014/03/03,Last Year
12 Activities,40472,04 Store D,Dept 2,2014/03/04,Last Year
12 Activities,78997,04 Store D,Dept 2,2014/03/05,Last Year
12 Activities,72009,04 Store D,Dept 2,2014/03/06,Last Year
12 Activities,51416,04 Store D,Dept 2,2014/03/07,Last Year
12 Activities,311681,04 Store D,Dept 2,2014/03/08,Last Year
12 Activities,217614,04 Store D,Dept 2,2014/03/09,Last Year
12 Activities,148497,04 Store D,Dept 2,2014/03/10,Last Year
12 Activities,45348,04 Store D,Dept 2,2014/03/11,Last Year
12 Activities,29527,04 Store D,Dept 2,2014/03/12,Last Year
12 Activities,70266,04 Store D,Dept 2,2014/03/13,Last Year
12 Activities,13273,04 Store D,Dept 2,2014/03/14,Last Year
12 Activities,55992,04 Store D,Dept 2,2014/03/15,Last Year
12 Activities,94908,04 Store D,Dept 2,2014/03/16,Last Year
12 Activities,372747,04 Store D,Dept 2,2014/03/17,Last Year
12 Activities,17050,04 Store D,Dept 2,2014/03/18,Last Year
12 Activities,33781,04 Store D,Dept 2,2014/03/19,Last Year
12 Activities,37541,04 Store D,Dept 2,2014/03/20,Last Year
12 Activities,30412,04 Store D,Dept 2,2014/03/21,Last Year
12 Activities,71570,04 Store D,Dept 2,2014/03/22,Last Year
12 Activities,83140,04 Store D,Dept 2,2014/03/23,Last Year
12 Activities,38778,04 Store D,Dept 2,2014/03/24,Last Year
12 Activities,30313,04 Store D,Dept 2,2014/03/25,Last Year
12 Activities,60066,04 Store D,Dept 2,2014/03/26,Last Year
12 Activities,115544,04 Store D,Dept 2,2014/03/27,Last Year
12 Activities,100643,04 Store D,Dept 2,2014/03/28,Last Year
12 Activities,149384,04 Store D,Dept 2,2014/03/29,Last Year
12 Activities,70917,04 Store D,Dept 2,2014/03/30,Last Year
12 Activities,49705,04 Store D,Dept 2,2014/03/31,Last Year
12 Activities,41995,04 Store D,Dept 2,2014/04/01,Last Year
12 Activities,33183,04 Store D,Dept 2,2014/04/02,Last Year
12 Activities,36745,04 Store D,Dept 2,2014/04/03,Last Year
12 Activities,56012,04 Store D,Dept 2,2014/04/04,Last Year
12 Activities,85313,04 Store D,Dept 2,2014/04/05,Last Year
12 Activities,47672,04 Store D,Dept 2,2014/04/06,Last Year
12 Activities,119221,04 Store D,Dept 2,2014/04/07,Last Year
12 Activities,59330,04 Store D,Dept 2,2014/04/08,Last Year
12 Activities,53276,04 Store D,Dept 2,2014/04/09,Last Year
12 Activities,41925,04 Store D,Dept 2,2014/04/10,Last Year
12 Activities,45432,04 Store D,Dept 2,2014/04/11,Last Year
12 Activities,95971,04 Store D,Dept 2,2014/04/12,Last Year
12 Activities,88165,04 Store D,Dept 2,2014/04/13,Last Year
12 Activities,23005,04 Store D,Dept 2,2014/04/14,Last Year
12 Activities,29575,04 Store D,Dept 2,2014/04/15,Last Year
12 Activities,20917,04 Store D,Dept 2,2014/04/16,Last Year
12 Activities,46509,04 Store D,Dept 2,2014/04/17,Last Year
12 Activities,81512,04 Store D,Dept 2,2014/04/18,Last Year
12 Activities,63578,04 Store D,Dept 2,2014/04/19,Last Year
12 Activities,50235,04 Store D,Dept 2,2014/04/20,Last Year
12 Activities,75110,04 Store D,Dept 2,2014/04/21,Last Year
12 Activities,139970,04 Store D,Dept 2,2014/04/22,Last Year
12 Activities,7618,04 Store D,Dept 2,2014/04/23,Last Year
12 Activities,15728,04 Store D,Dept 2,2014/04/24,Last Year
12 Activities,128980,04 Store D,Dept 2,2014/04/25,Last Year
12 Activities,145009,04 Store D,Dept 2,2014/04/26,Last Year
12 Activities,220172,04 Store D,Dept 2,2014/04/27,Last Year
12 Activities,61876,04 Store D,Dept 2,2014/04/28,Last Year
12 Activities,182006,04 Store D,Dept 2,2014/04/29,Last Year
12 Activities,32971,04 Store D,Dept 2,2014/04/30,Last Year
12 Activities,22653,04 Store D,Dept 2,2014/05/01,Last Year
12 Activities,38073,04 Store D,Dept 2,2014/05/02,Last Year
12 Activities,67931,04 Store D,Dept 2,2014/05/03,Last Year
12 Activities,49450,04 Store D,Dept 2,2014/05/04,Last Year
12 Activities,40468,04 Store D,Dept 2,2014/05/05,Last Year
12 Activities,19927,04 Store D,Dept 2,2014/05/06,Last Year
12 Activities,31364,04 Store D,Dept 2,2014/05/07,Last Year
12 Activities,22323,04 Store D,Dept 2,2014/05/08,Last Year
12 Activities,53645,04 Store D,Dept 2,2014/05/09,Last Year
12 Activities,43837,04 Store D,Dept 2,2014/05/10,Last Year
12 Activities,279024,04 Store D,Dept 2,2014/05/11,Last Year
12 Activities,18400,04 Store D,Dept 2,2014/05/12,Last Year
12 Activities,15199,04 Store D,Dept 2,2014/05/13,Last Year
12 Activities,42939,04 Store D,Dept 2,2014/05/14,Last Year
12 Activities,13634,04 Store D,Dept 2,2014/05/15,Last Year
12 Activities,68386,04 Store D,Dept 2,2014/05/16,Last Year
12 Activities,90599,04 Store D,Dept 2,2014/05/17,Last Year
12 Activities,101370,04 Store D,Dept 2,2014/05/18,Last Year
12 Activities,19900,04 Store D,Dept 2,2014/05/19,Last Year
12 Activities,15814,04 Store D,Dept 2,2014/05/20,Last Year
12 Activities,26314,04 Store D,Dept 2,2014/05/21,Last Year
12 Activities,33558,04 Store D,Dept 2,2014/05/22,Last Year
12 Activities,47477,04 Store D,Dept 2,2014/05/23,Last Year
12 Activities,24003,04 Store D,Dept 2,2014/05/24,Last Year
12 Activities,20603,04 Store D,Dept 2,2014/05/25,Last Year
12 Activities,10161,04 Store D,Dept 2,2014/05/26,Last Year
12 Activities,39551,04 Store D,Dept 2,2014/05/27,Last Year
12 Activities,74754,04 Store D,Dept 2,2014/05/28,Last Year
12 Activities,12663,04 Store D,Dept 2,2014/05/29,Last Year
12 Activities,16098,04 Store D,Dept 2,2014/05/30,Last Year
12 Activities,31865,04 Store D,Dept 2,2014/05/31,Last Year
12 Activities,56510,04 Store D,Dept 2,2015/03/01,This Year
12 Activities,14529,04 Store D,Dept 2,2015/03/02,This Year
12 Activities,17918,04 Store D,Dept 2,2015/03/03,This Year
12 Activities,121308,04 Store D,Dept 2,2015/03/04,This Year
12 Activities,28112,04 Store D,Dept 2,2015/03/05,This Year
12 Activities,22119,04 Store D,Dept 2,2015/03/06,This Year
12 Activities,65263,04 Store D,Dept 2,2015/03/07,This Year
12 Activities,107344,04 Store D,Dept 2,2015/03/08,This Year
12 Activities,168378,04 Store D,Dept 2,2015/03/09,This Year
12 Activities,39708,04 Store D,Dept 2,2015/03/10,This Year
12 Activities,47174,04 Store D,Dept 2,2015/03/11,This Year
12 Activities,36172,04 Store D,Dept 2,2015/03/12,This Year
12 Activities,52224,04 Store D,Dept 2,2015/03/13,This Year
12 Activities,91125,04 Store D,Dept 2,2015/03/14,This Year
12 Activities,127287,04 Store D,Dept 2,2015/03/15,This Year
12 Activities,24430,04 Store D,Dept 2,2015/03/16,This Year
12 Activities,32834,04 Store D,Dept 2,2015/03/17,This Year
12 Activities,32042,04 Store D,Dept 2,2015/03/18,This Year
12 Activities,79140,04 Store D,Dept 2,2015/03/19,This Year
12 Activities,37228,04 Store D,Dept 2,2015/03/20,This Year
12 Activities,44345,04 Store D,Dept 2,2015/03/21,This Year
12 Activities,65918,04 Store D,Dept 2,2015/03/22,This Year
12 Activities,23219,04 Store D,Dept 2,2015/03/23,This Year
12 Activities,37520,04 Store D,Dept 2,2015/03/24,This Year
12 Activities,30035,04 Store D,Dept 2,2015/03/25,This Year
12 Activities,32521,04 Store D,Dept 2,2015/03/26,This Year
12 Activities,33168,04 Store D,Dept 2,2015/03/27,This Year
12 Activities,41325,04 Store D,Dept 2,2015/03/28,This Year
12 Activities,98073,04 Store D,Dept 2,2015/03/29,This Year
12 Activities,121102,04 Store D,Dept 2,2015/03/30,This Year
12 Activities,16396,04 Store D,Dept 2,2015/03/31,This Year
12 Activities,24759,04 Store D,Dept 2,2015/04/01,This Year
12 Activities,21374,04 Store D,Dept 2,2015/04/02,This Year
12 Activities,59101,04 Store D,Dept 2,2015/04/03,This Year
12 Activities,95024,04 Store D,Dept 2,2015/04/04,This Year
12 Activities,112531,04 Store D,Dept 2,2015/04/05,This Year
12 Activities,40695,04 Store D,Dept 2,2015/04/06,This Year
12 Activities,20766,04 Store D,Dept 2,2015/04/07,This Year
12 Activities,16266,04 Store D,Dept 2,2015/04/08,This Year
12 Activities,64340,04 Store D,Dept 2,2015/04/09,This Year
12 Activities,38711,04 Store D,Dept 2,2015/04/10,This Year
12 Activities,94402,04 Store D,Dept 2,2015/04/11,This Year
12 Activities,74159,04 Store D,Dept 2,2015/04/12,This Year
12 Activities,55806,04 Store D,Dept 2,2015/04/13,This Year
12 Activities,41437,04 Store D,Dept 2,2015/04/14,This Year
12 Activities,35688,04 Store D,Dept 2,2015/04/15,This Year
12 Activities,36310,04 Store D,Dept 2,2015/04/16,This Year
12 Activities,38001,04 Store D,Dept 2,2015/04/17,This Year
12 Activities,225809,04 Store D,Dept 2,2015/04/18,This Year
12 Activities,130327,04 Store D,Dept 2,2015/04/19,This Year
12 Activities,63519,04 Store D,Dept 2,2015/04/20,This Year
12 Activities,13770,04 Store D,Dept 2,2015/04/21,This Year
12 Activities,20254,04 Store D,Dept 2,2015/04/22,This Year
12 Activities,86107,04 Store D,Dept 2,2015/04/23,This Year
12 Activities,75320,04 Store D,Dept 2,2015/04/24,This Year
12 Activities,77152,04 Store D,Dept 2,2015/04/25,This Year
12 Activities,327788,04 Store D,Dept 2,2015/04/26,This Year
12 Activities,60785,04 Store D,Dept 2,2015/04/27,This Year
12 Activities,16389,04 Store D,Dept 2,2015/04/28,This Year
12 Activities,50010,04 Store D,Dept 2,2015/04/29,This Year
12 Activities,122468,04 Store D,Dept 2,2015/04/30,This Year
12 Activities,133632,04 Store D,Dept 2,2015/05/01,This Year
12 Activities,172280,04 Store D,Dept 2,2015/05/02,This Year
12 Activities,156115,04 Store D,Dept 2,2015/05/03,This Year
12 Activities,41588,04 Store D,Dept 2,2015/05/04,This Year
12 Activities,46171,04 Store D,Dept 2,2015/05/05,This Year
12 Activities,114056,04 Store D,Dept 2,2015/05/06,This Year
12 Activities,68154,04 Store D,Dept 2,2015/05/07,This Year
12 Activities,427780,04 Store D,Dept 2,2015/05/08,This Year
12 Activities,104778,04 Store D,Dept 2,2015/05/09,This Year
12 Activities,196831,04 Store D,Dept 2,2015/05/10,This Year
12 Activities,32334,04 Store D,Dept 2,2015/05/11,This Year
12 Activities,18502,04 Store D,Dept 2,2015/05/12,This Year
12 Activities,16856,04 Store D,Dept 2,2015/05/13,This Year
12 Activities,9176,04 Store D,Dept 2,2015/05/14,This Year
12 Activities,111904,04 Store D,Dept 2,2015/05/15,This Year
12 Activities,67667,04 Store D,Dept 2,2015/05/16,This Year
12 Activities,49994,04 Store D,Dept 2,2015/05/17,This Year
12 Activities,34717,04 Store D,Dept 2,2015/05/18,This Year
12 Activities,31709,04 Store D,Dept 2,2015/05/19,This Year
12 Activities,5842,04 Store D,Dept 2,2015/05/20,This Year
12 Activities,6740,04 Store D,Dept 2,2015/05/21,This Year
12 Activities,40916,04 Store D,Dept 2,2015/05/22,This Year
12 Activities,72229,04 Store D,Dept 2,2015/05/23,This Year
12 Activities,52230,04 Store D,Dept 2,2015/05/24,This Year
12 Activities,120186,04 Store D,Dept 2,2015/05/25,This Year
12 Activities,41808,04 Store D,Dept 2,2015/05/26,This Year
12 Activities,16942,04 Store D,Dept 2,2015/05/27,This Year
12 Activities,62546,04 Store D,Dept 2,2015/05/28,This Year
12 Activities,119932,04 Store D,Dept 2,2015/05/29,This Year
12 Activities,53824,04 Store D,Dept 2,2015/05/30,This Year
12 Activities,23890,04 Store D,Dept 2,2015/05/31,This Year
