new_ph_name,net_amtc,store,dept,work_date,type_yr
04 Lingeries,366559,10 Store J,Dept 1,2015/04/23,This Year
04 Lingeries,179035,10 Store J,Dept 1,2015/04/24,This Year
04 Lingeries,442623,10 Store J,Dept 1,2015/04/25,This Year
04 Lingeries,512298,10 Store J,Dept 1,2015/04/26,This Year
04 Lingeries,131883,10 Store J,Dept 1,2015/04/27,This Year
04 Lingeries,49412,10 Store J,Dept 1,2015/04/28,This Year
04 Lingeries,120476,10 Store J,Dept 1,2015/04/29,This Year
04 Lingeries,245521,10 Store J,Dept 1,2015/04/30,This Year
04 Lingeries,171077,10 Store J,Dept 1,2015/05/01,This Year
04 Lingeries,332080,10 Store J,Dept 1,2015/05/02,This Year
04 Lingeries,324786,10 Store J,Dept 1,2015/05/03,This Year
04 Lingeries,113765,10 Store J,Dept 1,2015/05/04,This Year
04 Lingeries,118163,10 Store J,Dept 1,2015/05/05,This Year
04 Lingeries,103275,10 Store J,Dept 1,2015/05/06,This Year
04 Lingeries,134828,10 Store J,Dept 1,2015/05/07,This Year
04 Lingeries,283867,10 Store J,Dept 1,2015/05/08,This Year
04 Lingeries,442417,10 Store J,Dept 1,2015/05/09,This Year
04 Lingeries,436871,10 Store J,Dept 1,2015/05/10,This Year
04 Lingeries,43319,10 Store J,Dept 1,2015/05/11,This Year
04 Lingeries,78618,10 Store J,Dept 1,2015/05/12,This Year
04 Lingeries,103694,10 Store J,Dept 1,2015/05/13,This Year
04 Lingeries,93794,10 Store J,Dept 1,2015/05/14,This Year
04 Lingeries,92432,10 Store J,Dept 1,2015/05/15,This Year
04 Lingeries,127693,10 Store J,Dept 1,2015/05/16,This Year
04 Lingeries,124839,10 Store J,Dept 1,2015/05/17,This Year
04 Lingeries,45882,10 Store J,Dept 1,2015/05/18,This Year
04 Lingeries,84504,10 Store J,Dept 1,2015/05/19,This Year
04 Lingeries,81120,10 Store J,Dept 1,2015/05/20,This Year
04 Lingeries,93665,10 Store J,Dept 1,2015/05/21,This Year
04 Lingeries,135345,10 Store J,Dept 1,2015/05/22,This Year
04 Lingeries,186192,10 Store J,Dept 1,2015/05/23,This Year
04 Lingeries,233730,10 Store J,Dept 1,2015/05/24,This Year
04 Lingeries,50303,10 Store J,Dept 1,2015/05/25,This Year
04 Lingeries,59013,10 Store J,Dept 1,2015/05/26,This Year
04 Lingeries,33162,10 Store J,Dept 1,2015/05/27,This Year
04 Lingeries,80385,10 Store J,Dept 1,2015/05/28,This Year
04 Lingeries,104688,10 Store J,Dept 1,2015/05/29,This Year
04 Lingeries,258777,10 Store J,Dept 1,2015/05/30,This Year
04 Lingeries,226565,10 Store J,Dept 1,2015/05/31,This Year
04 Lingeries,749859,11 Store K,Dept 2,2014/03/01,Last Year
04 Lingeries,939313,11 Store K,Dept 2,2014/03/02,Last Year
04 Lingeries,450680,11 Store K,Dept 2,2014/03/03,Last Year
04 Lingeries,381566,11 Store K,Dept 2,2014/03/04,Last Year
04 Lingeries,353046,11 Store K,Dept 2,2014/03/05,Last Year
04 Lingeries,340803,11 Store K,Dept 2,2014/03/06,Last Year
04 Lingeries,727335,11 Store K,Dept 2,2014/03/07,Last Year
04 Lingeries,721924,11 Store K,Dept 2,2014/03/08,Last Year
04 Lingeries,761975,11 Store K,Dept 2,2014/03/09,Last Year
04 Lingeries,523900,11 Store K,Dept 2,2014/03/10,Last Year
04 Lingeries,417585,11 Store K,Dept 2,2014/03/11,Last Year
04 Lingeries,378399,11 Store K,Dept 2,2014/03/12,Last Year
04 Lingeries,346979,11 Store K,Dept 2,2014/03/13,Last Year
04 Lingeries,456645,11 Store K,Dept 2,2014/03/14,Last Year
04 Lingeries,897573,11 Store K,Dept 2,2014/03/15,Last Year
04 Lingeries,1174275,11 Store K,Dept 2,2014/03/16,Last Year
04 Lingeries,305661,11 Store K,Dept 2,2014/03/17,Last Year
04 Lingeries,325843,11 Store K,Dept 2,2014/03/18,Last Year
04 Lingeries,341802,11 Store K,Dept 2,2014/03/19,Last Year
04 Lingeries,360669,11 Store K,Dept 2,2014/03/20,Last Year
04 Lingeries,408700,11 Store K,Dept 2,2014/03/21,Last Year
04 Lingeries,732055,11 Store K,Dept 2,2014/03/22,Last Year
04 Lingeries,731976,11 Store K,Dept 2,2014/03/23,Last Year
04 Lingeries,337158,11 Store K,Dept 2,2014/03/24,Last Year
04 Lingeries,501196,11 Store K,Dept 2,2014/03/25,Last Year
04 Lingeries,480563,11 Store K,Dept 2,2014/03/26,Last Year
04 Lingeries,331962,11 Store K,Dept 2,2014/03/27,Last Year
04 Lingeries,350315,11 Store K,Dept 2,2014/03/28,Last Year
04 Lingeries,650838,11 Store K,Dept 2,2014/03/29,Last Year
04 Lingeries,713451,11 Store K,Dept 2,2014/03/30,Last Year
04 Lingeries,265510,11 Store K,Dept 2,2014/03/31,Last Year
04 Lingeries,176870,11 Store K,Dept 2,2014/04/01,Last Year
04 Lingeries,225083,11 Store K,Dept 2,2014/04/02,Last Year
04 Lingeries,251028,11 Store K,Dept 2,2014/04/03,Last Year
04 Lingeries,457124,11 Store K,Dept 2,2014/04/04,Last Year
04 Lingeries,622315,11 Store K,Dept 2,2014/04/05,Last Year
04 Lingeries,783838,11 Store K,Dept 2,2014/04/06,Last Year
04 Lingeries,618047,11 Store K,Dept 2,2014/04/07,Last Year
04 Lingeries,337813,11 Store K,Dept 2,2014/04/08,Last Year
04 Lingeries,276687,11 Store K,Dept 2,2014/04/09,Last Year
04 Lingeries,491757,11 Store K,Dept 2,2014/04/10,Last Year
04 Lingeries,340700,11 Store K,Dept 2,2014/04/11,Last Year
04 Lingeries,695332,11 Store K,Dept 2,2014/04/12,Last Year
04 Lingeries,705580,11 Store K,Dept 2,2014/04/13,Last Year
04 Lingeries,241169,11 Store K,Dept 2,2014/04/14,Last Year
04 Lingeries,346096,11 Store K,Dept 2,2014/04/15,Last Year
04 Lingeries,224119,11 Store K,Dept 2,2014/04/16,Last Year
04 Lingeries,288108,11 Store K,Dept 2,2014/04/17,Last Year
04 Lingeries,312148,11 Store K,Dept 2,2014/04/18,Last Year
04 Lingeries,539050,11 Store K,Dept 2,2014/04/19,Last Year
04 Lingeries,657520,11 Store K,Dept 2,2014/04/20,Last Year
04 Lingeries,278535,11 Store K,Dept 2,2014/04/21,Last Year
04 Lingeries,268860,11 Store K,Dept 2,2014/04/22,Last Year
04 Lingeries,178837,11 Store K,Dept 2,2014/04/23,Last Year
04 Lingeries,160749,11 Store K,Dept 2,2014/04/24,Last Year
04 Lingeries,273592,11 Store K,Dept 2,2014/04/25,Last Year
04 Lingeries,494253,11 Store K,Dept 2,2014/04/26,Last Year
04 Lingeries,536295,11 Store K,Dept 2,2014/04/27,Last Year
04 Lingeries,224253,11 Store K,Dept 2,2014/04/28,Last Year
04 Lingeries,268379,11 Store K,Dept 2,2014/04/29,Last Year
04 Lingeries,181761,11 Store K,Dept 2,2014/04/30,Last Year
04 Lingeries,116003,11 Store K,Dept 2,2014/05/01,Last Year
04 Lingeries,191624,11 Store K,Dept 2,2014/05/02,Last Year
04 Lingeries,223699,11 Store K,Dept 2,2014/05/03,Last Year
04 Lingeries,336135,11 Store K,Dept 2,2014/05/04,Last Year
04 Lingeries,169398,11 Store K,Dept 2,2014/05/05,Last Year
04 Lingeries,109855,11 Store K,Dept 2,2014/05/06,Last Year
04 Lingeries,166549,11 Store K,Dept 2,2014/05/07,Last Year
04 Lingeries,198597,11 Store K,Dept 2,2014/05/08,Last Year
04 Lingeries,292693,11 Store K,Dept 2,2014/05/09,Last Year
04 Lingeries,297544,11 Store K,Dept 2,2014/05/10,Last Year
04 Lingeries,295026,11 Store K,Dept 2,2014/05/11,Last Year
04 Lingeries,135265,11 Store K,Dept 2,2014/05/12,Last Year
04 Lingeries,115506,11 Store K,Dept 2,2014/05/13,Last Year
04 Lingeries,111010,11 Store K,Dept 2,2014/05/14,Last Year
04 Lingeries,60831,11 Store K,Dept 2,2014/05/15,Last Year
04 Lingeries,104708,11 Store K,Dept 2,2014/05/16,Last Year
04 Lingeries,231503,11 Store K,Dept 2,2014/05/17,Last Year
04 Lingeries,233322,11 Store K,Dept 2,2014/05/18,Last Year
04 Lingeries,90424,11 Store K,Dept 2,2014/05/19,Last Year
04 Lingeries,126894,11 Store K,Dept 2,2014/05/20,Last Year
04 Lingeries,91227,11 Store K,Dept 2,2014/05/21,Last Year
04 Lingeries,74838,11 Store K,Dept 2,2014/05/22,Last Year
04 Lingeries,110852,11 Store K,Dept 2,2014/05/23,Last Year
04 Lingeries,231973,11 Store K,Dept 2,2014/05/24,Last Year
04 Lingeries,165522,11 Store K,Dept 2,2014/05/25,Last Year
04 Lingeries,88780,11 Store K,Dept 2,2014/05/26,Last Year
04 Lingeries,90802,11 Store K,Dept 2,2014/05/27,Last Year
04 Lingeries,57486,11 Store K,Dept 2,2014/05/28,Last Year
04 Lingeries,98757,11 Store K,Dept 2,2014/05/29,Last Year
04 Lingeries,108178,11 Store K,Dept 2,2014/05/30,Last Year
04 Lingeries,96106,11 Store K,Dept 2,2014/05/31,Last Year
04 Lingeries,418684,11 Store K,Dept 2,2015/03/01,This Year
04 Lingeries,123871,11 Store K,Dept 2,2015/03/02,This Year
04 Lingeries,176729,11 Store K,Dept 2,2015/03/03,This Year
04 Lingeries,163222,11 Store K,Dept 2,2015/03/04,This Year
04 Lingeries,254690,11 Store K,Dept 2,2015/03/05,This Year
04 Lingeries,283964,11 Store K,Dept 2,2015/03/06,This Year
04 Lingeries,510978,11 Store K,Dept 2,2015/03/07,This Year
04 Lingeries,573412,11 Store K,Dept 2,2015/03/08,This Year
04 Lingeries,200212,11 Store K,Dept 2,2015/03/09,This Year
04 Lingeries,250349,11 Store K,Dept 2,2015/03/10,This Year
04 Lingeries,268881,11 Store K,Dept 2,2015/03/11,This Year
04 Lingeries,535835,11 Store K,Dept 2,2015/03/12,This Year
04 Lingeries,246950,11 Store K,Dept 2,2015/03/13,This Year
04 Lingeries,441782,11 Store K,Dept 2,2015/03/14,This Year
04 Lingeries,427466,11 Store K,Dept 2,2015/03/15,This Year
04 Lingeries,184015,11 Store K,Dept 2,2015/03/16,This Year
04 Lingeries,191449,11 Store K,Dept 2,2015/03/17,This Year
04 Lingeries,192876,11 Store K,Dept 2,2015/03/18,This Year
04 Lingeries,181292,11 Store K,Dept 2,2015/03/19,This Year
04 Lingeries,262726,11 Store K,Dept 2,2015/03/20,This Year
04 Lingeries,534254,11 Store K,Dept 2,2015/03/21,This Year
04 Lingeries,512679,11 Store K,Dept 2,2015/03/22,This Year
04 Lingeries,240494,11 Store K,Dept 2,2015/03/23,This Year
04 Lingeries,185955,11 Store K,Dept 2,2015/03/24,This Year
04 Lingeries,197082,11 Store K,Dept 2,2015/03/25,This Year
04 Lingeries,215367,11 Store K,Dept 2,2015/03/26,This Year
04 Lingeries,307793,11 Store K,Dept 2,2015/03/27,This Year
04 Lingeries,584097,11 Store K,Dept 2,2015/03/28,This Year
04 Lingeries,450086,11 Store K,Dept 2,2015/03/29,This Year
04 Lingeries,279173,11 Store K,Dept 2,2015/03/30,This Year
04 Lingeries,154902,11 Store K,Dept 2,2015/03/31,This Year
04 Lingeries,188429,11 Store K,Dept 2,2015/04/01,This Year
04 Lingeries,245103,11 Store K,Dept 2,2015/04/02,This Year
04 Lingeries,598646,11 Store K,Dept 2,2015/04/03,This Year
04 Lingeries,553847,11 Store K,Dept 2,2015/04/04,This Year
04 Lingeries,510105,11 Store K,Dept 2,2015/04/05,This Year
04 Lingeries,133990,11 Store K,Dept 2,2015/04/06,This Year
04 Lingeries,166680,11 Store K,Dept 2,2015/04/07,This Year
04 Lingeries,249100,11 Store K,Dept 2,2015/04/08,This Year
04 Lingeries,884598,11 Store K,Dept 2,2015/04/09,This Year
04 Lingeries,1004071,11 Store K,Dept 2,2015/04/10,This Year
04 Lingeries,1108133,11 Store K,Dept 2,2015/04/11,This Year
04 Lingeries,1122250,11 Store K,Dept 2,2015/04/12,This Year
04 Lingeries,263854,11 Store K,Dept 2,2015/04/13,This Year
04 Lingeries,302336,11 Store K,Dept 2,2015/04/14,This Year
04 Lingeries,384293,11 Store K,Dept 2,2015/04/15,This Year
04 Lingeries,328390,11 Store K,Dept 2,2015/04/16,This Year
04 Lingeries,456671,11 Store K,Dept 2,2015/04/17,This Year
04 Lingeries,880695,11 Store K,Dept 2,2015/04/18,This Year
04 Lingeries,998349,11 Store K,Dept 2,2015/04/19,This Year
04 Lingeries,363004,11 Store K,Dept 2,2015/04/20,This Year
04 Lingeries,248495,11 Store K,Dept 2,2015/04/21,This Year
04 Lingeries,423242,11 Store K,Dept 2,2015/04/22,This Year
04 Lingeries,1359202,11 Store K,Dept 2,2015/04/23,This Year
04 Lingeries,990153,11 Store K,Dept 2,2015/04/24,This Year
04 Lingeries,1930968,11 Store K,Dept 2,2015/04/25,This Year
04 Lingeries,2091634,11 Store K,Dept 2,2015/04/26,This Year
04 Lingeries,375820,11 Store K,Dept 2,2015/04/27,This Year
04 Lingeries,419139,11 Store K,Dept 2,2015/04/28,This Year
04 Lingeries,531636,11 Store K,Dept 2,2015/04/29,This Year
04 Lingeries,963584,11 Store K,Dept 2,2015/04/30,This Year
04 Lingeries,825232,11 Store K,Dept 2,2015/05/01,This Year
04 Lingeries,1220625,11 Store K,Dept 2,2015/05/02,This Year
04 Lingeries,1592002,11 Store K,Dept 2,2015/05/03,This Year
04 Lingeries,486771,11 Store K,Dept 2,2015/05/04,This Year
04 Lingeries,529394,11 Store K,Dept 2,2015/05/05,This Year
04 Lingeries,612411,11 Store K,Dept 2,2015/05/06,This Year
04 Lingeries,510908,11 Store K,Dept 2,2015/05/07,This Year
04 Lingeries,1132896,11 Store K,Dept 2,2015/05/08,This Year
04 Lingeries,1833495,11 Store K,Dept 2,2015/05/09,This Year
04 Lingeries,2110594,11 Store K,Dept 2,2015/05/10,This Year
04 Lingeries,223528,11 Store K,Dept 2,2015/05/11,This Year
04 Lingeries,293970,11 Store K,Dept 2,2015/05/12,This Year
04 Lingeries,230595,11 Store K,Dept 2,2015/05/13,This Year
04 Lingeries,284077,11 Store K,Dept 2,2015/05/14,This Year
04 Lingeries,318745,11 Store K,Dept 2,2015/05/15,This Year
04 Lingeries,443097,11 Store K,Dept 2,2015/05/16,This Year
04 Lingeries,673324,11 Store K,Dept 2,2015/05/17,This Year
04 Lingeries,193942,11 Store K,Dept 2,2015/05/18,This Year
04 Lingeries,176850,11 Store K,Dept 2,2015/05/19,This Year
04 Lingeries,209081,11 Store K,Dept 2,2015/05/20,This Year
04 Lingeries,256898,11 Store K,Dept 2,2015/05/21,This Year
04 Lingeries,281545,11 Store K,Dept 2,2015/05/22,This Year
04 Lingeries,612492,11 Store K,Dept 2,2015/05/23,This Year
04 Lingeries,687446,11 Store K,Dept 2,2015/05/24,This Year
04 Lingeries,260347,11 Store K,Dept 2,2015/05/25,This Year
04 Lingeries,250964,11 Store K,Dept 2,2015/05/26,This Year
04 Lingeries,242948,11 Store K,Dept 2,2015/05/27,This Year
04 Lingeries,338546,11 Store K,Dept 2,2015/05/28,This Year
04 Lingeries,375410,11 Store K,Dept 2,2015/05/29,This Year
04 Lingeries,809118,11 Store K,Dept 2,2015/05/30,This Year
04 Lingeries,638178,11 Store K,Dept 2,2015/05/31,This Year
04 Lingeries,130252,12 Store L,Dept 1,2014/03/01,Last Year
04 Lingeries,114430,12 Store L,Dept 1,2014/03/02,Last Year
04 Lingeries,50864,12 Store L,Dept 1,2014/03/03,Last Year
04 Lingeries,46818,12 Store L,Dept 1,2014/03/04,Last Year
04 Lingeries,48561,12 Store L,Dept 1,2014/03/05,Last Year
04 Lingeries,52326,12 Store L,Dept 1,2014/03/06,Last Year
04 Lingeries,142883,12 Store L,Dept 1,2014/03/07,Last Year
04 Lingeries,132672,12 Store L,Dept 1,2014/03/08,Last Year
04 Lingeries,120952,12 Store L,Dept 1,2014/03/09,Last Year
04 Lingeries,76427,12 Store L,Dept 1,2014/03/10,Last Year
04 Lingeries,141351,12 Store L,Dept 1,2014/03/11,Last Year
04 Lingeries,35859,12 Store L,Dept 1,2014/03/12,Last Year
04 Lingeries,44842,12 Store L,Dept 1,2014/03/13,Last Year
04 Lingeries,43791,12 Store L,Dept 1,2014/03/14,Last Year
04 Lingeries,226906,12 Store L,Dept 1,2014/03/15,Last Year
04 Lingeries,526567,12 Store L,Dept 1,2014/03/16,Last Year
04 Lingeries,51507,12 Store L,Dept 1,2014/03/17,Last Year
04 Lingeries,71375,12 Store L,Dept 1,2014/03/18,Last Year
04 Lingeries,79396,12 Store L,Dept 1,2014/03/19,Last Year
04 Lingeries,74877,12 Store L,Dept 1,2014/03/20,Last Year
04 Lingeries,53779,12 Store L,Dept 1,2014/03/21,Last Year
04 Lingeries,132710,12 Store L,Dept 1,2014/03/22,Last Year
04 Lingeries,92875,12 Store L,Dept 1,2014/03/23,Last Year
04 Lingeries,49635,12 Store L,Dept 1,2014/03/24,Last Year
04 Lingeries,37034,12 Store L,Dept 1,2014/03/25,Last Year
04 Lingeries,57630,12 Store L,Dept 1,2014/03/26,Last Year
04 Lingeries,66039,12 Store L,Dept 1,2014/03/27,Last Year
04 Lingeries,53911,12 Store L,Dept 1,2014/03/28,Last Year
04 Lingeries,124054,12 Store L,Dept 1,2014/03/29,Last Year
04 Lingeries,129550,12 Store L,Dept 1,2014/03/30,Last Year
04 Lingeries,52674,12 Store L,Dept 1,2014/03/31,Last Year
04 Lingeries,37244,12 Store L,Dept 1,2014/04/01,Last Year
04 Lingeries,59019,12 Store L,Dept 1,2014/04/02,Last Year
04 Lingeries,55461,12 Store L,Dept 1,2014/04/03,Last Year
04 Lingeries,37420,12 Store L,Dept 1,2014/04/04,Last Year
04 Lingeries,83596,12 Store L,Dept 1,2014/04/05,Last Year
04 Lingeries,114991,12 Store L,Dept 1,2014/04/06,Last Year
04 Lingeries,101890,12 Store L,Dept 1,2014/04/07,Last Year
04 Lingeries,61411,12 Store L,Dept 1,2014/04/08,Last Year
04 Lingeries,60406,12 Store L,Dept 1,2014/04/09,Last Year
04 Lingeries,89860,12 Store L,Dept 1,2014/04/10,Last Year
04 Lingeries,62091,12 Store L,Dept 1,2014/04/11,Last Year
04 Lingeries,107752,12 Store L,Dept 1,2014/04/12,Last Year
04 Lingeries,153487,12 Store L,Dept 1,2014/04/13,Last Year
04 Lingeries,42045,12 Store L,Dept 1,2014/04/14,Last Year
04 Lingeries,22676,12 Store L,Dept 1,2014/04/15,Last Year
04 Lingeries,32279,12 Store L,Dept 1,2014/04/16,Last Year
04 Lingeries,28606,12 Store L,Dept 1,2014/04/17,Last Year
04 Lingeries,31486,12 Store L,Dept 1,2014/04/18,Last Year
04 Lingeries,98034,12 Store L,Dept 1,2014/04/19,Last Year
04 Lingeries,97978,12 Store L,Dept 1,2014/04/20,Last Year
04 Lingeries,34665,12 Store L,Dept 1,2014/04/21,Last Year
04 Lingeries,54206,12 Store L,Dept 1,2014/04/22,Last Year
04 Lingeries,32946,12 Store L,Dept 1,2014/04/23,Last Year
04 Lingeries,24683,12 Store L,Dept 1,2014/04/24,Last Year
04 Lingeries,36833,12 Store L,Dept 1,2014/04/25,Last Year
04 Lingeries,41271,12 Store L,Dept 1,2014/04/26,Last Year
04 Lingeries,38774,12 Store L,Dept 1,2014/04/27,Last Year
04 Lingeries,35207,12 Store L,Dept 1,2014/04/28,Last Year
04 Lingeries,26440,12 Store L,Dept 1,2014/04/29,Last Year
04 Lingeries,33871,12 Store L,Dept 1,2014/04/30,Last Year
04 Lingeries,2614004,12 Store L,Dept 1,2014/05/01,Last Year
04 Lingeries,1711153,12 Store L,Dept 1,2014/05/02,Last Year
04 Lingeries,2100321,12 Store L,Dept 1,2014/05/03,Last Year
04 Lingeries,1236629,12 Store L,Dept 1,2014/05/04,Last Year
04 Lingeries,564656,12 Store L,Dept 1,2014/05/05,Last Year
04 Lingeries,478487,12 Store L,Dept 1,2014/05/06,Last Year
04 Lingeries,370154,12 Store L,Dept 1,2014/05/07,Last Year
04 Lingeries,348823,12 Store L,Dept 1,2014/05/08,Last Year
04 Lingeries,1373540,12 Store L,Dept 1,2014/05/09,Last Year
04 Lingeries,869116,12 Store L,Dept 1,2014/05/10,Last Year
04 Lingeries,774386,12 Store L,Dept 1,2014/05/11,Last Year
04 Lingeries,308726,12 Store L,Dept 1,2014/05/12,Last Year
04 Lingeries,250630,12 Store L,Dept 1,2014/05/13,Last Year
04 Lingeries,406399,12 Store L,Dept 1,2014/05/14,Last Year
04 Lingeries,212842,12 Store L,Dept 1,2014/05/15,Last Year
04 Lingeries,272986,12 Store L,Dept 1,2014/05/16,Last Year
04 Lingeries,515081,12 Store L,Dept 1,2014/05/17,Last Year
04 Lingeries,454905,12 Store L,Dept 1,2014/05/18,Last Year
04 Lingeries,250863,12 Store L,Dept 1,2014/05/19,Last Year
04 Lingeries,259779,12 Store L,Dept 1,2014/05/20,Last Year
04 Lingeries,220772,12 Store L,Dept 1,2014/05/21,Last Year
04 Lingeries,85601,12 Store L,Dept 1,2014/05/22,Last Year
04 Lingeries,194654,12 Store L,Dept 1,2014/05/23,Last Year
04 Lingeries,292690,12 Store L,Dept 1,2014/05/24,Last Year
04 Lingeries,391258,12 Store L,Dept 1,2014/05/25,Last Year
04 Lingeries,102169,12 Store L,Dept 1,2014/05/26,Last Year
04 Lingeries,24350,12 Store L,Dept 1,2014/05/27,Last Year
04 Lingeries,57487,12 Store L,Dept 1,2014/05/28,Last Year
04 Lingeries,81098,12 Store L,Dept 1,2014/05/29,Last Year
04 Lingeries,72432,12 Store L,Dept 1,2014/05/30,Last Year
04 Lingeries,80145,12 Store L,Dept 1,2014/05/31,Last Year
04 Lingeries,54492,12 Store L,Dept 1,2015/03/01,This Year
04 Lingeries,16534,12 Store L,Dept 1,2015/03/02,This Year
04 Lingeries,51154,12 Store L,Dept 1,2015/03/03,This Year
04 Lingeries,56486,12 Store L,Dept 1,2015/03/04,This Year
04 Lingeries,35621,12 Store L,Dept 1,2015/03/05,This Year
04 Lingeries,50882,12 Store L,Dept 1,2015/03/06,This Year
04 Lingeries,101022,12 Store L,Dept 1,2015/03/07,This Year
04 Lingeries,104136,12 Store L,Dept 1,2015/03/08,This Year
04 Lingeries,82614,12 Store L,Dept 1,2015/03/09,This Year
04 Lingeries,28739,12 Store L,Dept 1,2015/03/10,This Year
04 Lingeries,36678,12 Store L,Dept 1,2015/03/11,This Year
04 Lingeries,29397,12 Store L,Dept 1,2015/03/12,This Year
04 Lingeries,21620,12 Store L,Dept 1,2015/03/13,This Year
04 Lingeries,105388,12 Store L,Dept 1,2015/03/14,This Year
04 Lingeries,166773,12 Store L,Dept 1,2015/03/15,This Year
04 Lingeries,58367,12 Store L,Dept 1,2015/03/16,This Year
04 Lingeries,86570,12 Store L,Dept 1,2015/03/17,This Year
04 Lingeries,24871,12 Store L,Dept 1,2015/03/18,This Year
04 Lingeries,24806,12 Store L,Dept 1,2015/03/19,This Year
04 Lingeries,45966,12 Store L,Dept 1,2015/03/20,This Year
04 Lingeries,55901,12 Store L,Dept 1,2015/03/21,This Year
04 Lingeries,118642,12 Store L,Dept 1,2015/03/22,This Year
04 Lingeries,33546,12 Store L,Dept 1,2015/03/23,This Year
04 Lingeries,71448,12 Store L,Dept 1,2015/03/24,This Year
04 Lingeries,12845,12 Store L,Dept 1,2015/03/25,This Year
04 Lingeries,25602,12 Store L,Dept 1,2015/03/26,This Year
04 Lingeries,16254,12 Store L,Dept 1,2015/03/27,This Year
04 Lingeries,19625,12 Store L,Dept 1,2015/03/28,This Year
04 Lingeries,30726,12 Store L,Dept 1,2015/03/29,This Year
04 Lingeries,38981,12 Store L,Dept 1,2015/03/30,This Year
04 Lingeries,32379,12 Store L,Dept 1,2015/03/31,This Year
04 Lingeries,8446,12 Store L,Dept 1,2015/04/01,This Year
04 Lingeries,533837,12 Store L,Dept 1,2015/04/02,This Year
04 Lingeries,487357,12 Store L,Dept 1,2015/04/03,This Year
04 Lingeries,349808,12 Store L,Dept 1,2015/04/04,This Year
04 Lingeries,366447,12 Store L,Dept 1,2015/04/05,This Year
04 Lingeries,154473,12 Store L,Dept 1,2015/04/06,This Year
04 Lingeries,116853,12 Store L,Dept 1,2015/04/07,This Year
04 Lingeries,106312,12 Store L,Dept 1,2015/04/08,This Year
04 Lingeries,277508,12 Store L,Dept 1,2015/04/09,This Year
04 Lingeries,133144,12 Store L,Dept 1,2015/04/10,This Year
04 Lingeries,240477,12 Store L,Dept 1,2015/04/11,This Year
04 Lingeries,284738,12 Store L,Dept 1,2015/04/12,This Year
04 Lingeries,115256,12 Store L,Dept 1,2015/04/13,This Year
04 Lingeries,104043,12 Store L,Dept 1,2015/04/14,This Year
04 Lingeries,185302,12 Store L,Dept 1,2015/04/15,This Year
04 Lingeries,53704,12 Store L,Dept 1,2015/04/16,This Year
04 Lingeries,80258,12 Store L,Dept 1,2015/04/17,This Year
04 Lingeries,228896,12 Store L,Dept 1,2015/04/18,This Year
04 Lingeries,191463,12 Store L,Dept 1,2015/04/19,This Year
04 Lingeries,88201,12 Store L,Dept 1,2015/04/20,This Year
04 Lingeries,51764,12 Store L,Dept 1,2015/04/21,This Year
04 Lingeries,59425,12 Store L,Dept 1,2015/04/22,This Year
04 Lingeries,125512,12 Store L,Dept 1,2015/04/23,This Year
04 Lingeries,104066,12 Store L,Dept 1,2015/04/24,This Year
04 Lingeries,313100,12 Store L,Dept 1,2015/04/25,This Year
04 Lingeries,318891,12 Store L,Dept 1,2015/04/26,This Year
04 Lingeries,104910,12 Store L,Dept 1,2015/04/27,This Year
04 Lingeries,115468,12 Store L,Dept 1,2015/04/28,This Year
04 Lingeries,125568,12 Store L,Dept 1,2015/04/29,This Year
04 Lingeries,151561,12 Store L,Dept 1,2015/04/30,This Year
04 Lingeries,85604,12 Store L,Dept 1,2015/05/01,This Year
04 Lingeries,290877,12 Store L,Dept 1,2015/05/02,This Year
04 Lingeries,184352,12 Store L,Dept 1,2015/05/03,This Year
04 Lingeries,118161,12 Store L,Dept 1,2015/05/04,This Year
04 Lingeries,67677,12 Store L,Dept 1,2015/05/05,This Year
04 Lingeries,59515,12 Store L,Dept 1,2015/05/06,This Year
04 Lingeries,120510,12 Store L,Dept 1,2015/05/07,This Year
04 Lingeries,153275,12 Store L,Dept 1,2015/05/08,This Year
04 Lingeries,400455,12 Store L,Dept 1,2015/05/09,This Year
04 Lingeries,284954,12 Store L,Dept 1,2015/05/10,This Year
04 Lingeries,67125,12 Store L,Dept 1,2015/05/11,This Year
04 Lingeries,69212,12 Store L,Dept 1,2015/05/12,This Year
04 Lingeries,40064,12 Store L,Dept 1,2015/05/13,This Year
04 Lingeries,53277,12 Store L,Dept 1,2015/05/14,This Year
04 Lingeries,56136,12 Store L,Dept 1,2015/05/15,This Year
04 Lingeries,129635,12 Store L,Dept 1,2015/05/16,This Year
04 Lingeries,86249,12 Store L,Dept 1,2015/05/17,This Year
04 Lingeries,48305,12 Store L,Dept 1,2015/05/18,This Year
04 Lingeries,60623,12 Store L,Dept 1,2015/05/19,This Year
04 Lingeries,24655,12 Store L,Dept 1,2015/05/20,This Year
04 Lingeries,57615,12 Store L,Dept 1,2015/05/21,This Year
04 Lingeries,43290,12 Store L,Dept 1,2015/05/22,This Year
04 Lingeries,91262,12 Store L,Dept 1,2015/05/23,This Year
04 Lingeries,104638,12 Store L,Dept 1,2015/05/24,This Year
04 Lingeries,31455,12 Store L,Dept 1,2015/05/25,This Year
04 Lingeries,43581,12 Store L,Dept 1,2015/05/26,This Year
04 Lingeries,41179,12 Store L,Dept 1,2015/05/27,This Year
04 Lingeries,61820,12 Store L,Dept 1,2015/05/28,This Year
04 Lingeries,86263,12 Store L,Dept 1,2015/05/29,This Year
